,balls,bikes,blocks,books,coals,dolls,gloves,horses,trains,expected_weight
309,0,0,0,3,1,0,3,1,1,17.9230589366
310,4,1,0,5,2,3,6,1,0,0.0425588614215
311,2,2,1,2,1,0,3,0,0,1.665493262
312,0,0,0,1,1,1,5,2,3,3.66523571006
313,3,0,0,4,0,0,2,0,2,33.7745359519
314,6,1,1,4,1,3,2,2,0,0.0483449151135
315,5,0,0,5,3,2,6,1,1,0.0471835250795
316,9,0,0,1,2,1,4,3,1,0.33147794555
317,2,3,0,3,0,1,2,1,1,0.304676192943
318,4,1,1,5,0,2,1,0,0,7.7269006388
319,4,1,0,3,1,0,0,0,1,9.46195156373
320,8,1,0,1,0,0,3,3,3,0.0487312927764
321,2,0,2,3,2,0,3,1,2,0.138913340269
322,2,1,0,1,0,1,5,0,2,10.643646439
323,1,1,0,3,1,0,0,1,1,9.23454802049
324,4,0,2,5,1,2,4,1,0,0.37697573026
325,5,0,1,2,0,0,5,1,2,9.21754102459
326,2,3,0,4,0,0,6,1,2,0.0479850488585
327,4,2,0,2,0,0,2,0,1,7.28871818312
328,8,0,2,8,1,0,4,0,1,0.096910057613
329,1,0,0,3,0,1,2,0,2,33.5620621182
330,1,0,0,5,1,2,7,0,1,10.4690061102
331,4,1,0,5,2,2,4,2,0,0.141165430972
332,3,0,1,6,1,1,5,3,0,1.45445278587
333,6,1,1,1,0,0,1,0,2,4.279150878
334,6,0,0,7,1,1,3,2,1,1.92479487429
335,2,0,0,4,1,1,1,0,2,12.2406467289
336,0,0,0,4,1,0,5,1,1,17.2880241329
337,0,1,1,3,1,1,2,1,3,0.139662886473
338,5,0,1,1,1,0,2,1,2,4.94841780888
339,0,0,2,1,2,0,1,1,1,3.07226083185
340,4,2,1,3,1,1,6,1,1,0.0
341,3,1,1,2,0,0,2,0,0,27.4576211718
342,1,2,0,2,0,2,3,0,0,10.3327208157
343,2,1,2,3,0,0,4,2,1,0.79998651059
344,2,2,1,2,1,0,0,0,0,2.01504803153
345,5,0,0,3,1,0,2,2,1,11.4556556356
346,2,1,2,5,0,2,6,0,0,0.708765591438
347,4,0,0,4,0,1,6,1,2,14.4666902001
348,4,0,0,3,0,1,4,1,3,8.14773105338
349,3,0,1,5,0,1,7,1,1,9.19568014204
350,3,0,1,3,2,0,2,0,2,1.74159183751
351,4,0,1,1,3,0,5,0,1,1.18528594817
352,0,0,0,3,0,1,4,0,3,25.6106591442
353,3,1,0,1,1,0,3,0,3,2.3658862017
354,2,0,0,3,2,0,1,0,3,2.96090574206
355,2,0,0,4,1,2,4,1,1,9.93106496181
356,2,0,0,6,2,0,0,0,0,9.42883719954
357,4,2,0,5,2,2,0,0,0,0.181532081917
358,4,0,0,6,0,0,4,2,3,3.40605478401
359,7,1,0,3,3,3,4,2,0,0.0435049108449
360,3,1,0,1,1,0,2,5,0,3.03600779807
361,1,0,0,6,1,0,5,3,1,7.42640470301
362,7,0,1,6,0,1,0,2,1,2.73728232927
363,5,0,1,4,2,1,3,5,0,0.0
364,1,1,0,3,3,0,6,2,2,0.0970066976428
365,1,0,0,8,1,1,4,1,3,0.840841664985
366,2,0,0,6,0,0,2,0,3,24.0287428877
367,4,0,0,3,1,0,7,5,1,1.46948085355
368,3,0,0,3,2,0,2,2,2,2.72172312373
369,2,1,1,3,2,0,4,1,0,0.848922876882
370,7,1,1,0,2,2,3,1,0,0.19057965127
371,6,0,0,8,0,1,4,2,2,1.12534528834
372,0,1,0,4,1,2,4,0,2,1.67696133745
373,1,1,1,7,0,0,0,0,0,22.836439172
374,0,0,0,3,0,0,3,1,4,14.2769616939
375,1,1,0,4,0,1,4,0,0,29.2848477207
376,1,1,0,6,1,0,7,0,3,0.368478846933
377,2,1,0,0,3,1,3,0,0,1.94339019927
378,6,2,0,5,0,1,3,0,1,0.910871619444
379,5,0,0,2,0,2,2,2,1,28.6568772711
380,7,2,0,2,1,0,5,0,1,0.405480367986
381,2,0,0,6,1,2,5,4,1,0.454250772847
382,4,0,0,2,1,2,2,0,1,13.5351221958
383,0,1,0,3,1,4,2,1,1,0.85246515765
384,4,1,0,5,2,0,6,2,1,0.178731395093
385,4,0,0,5,2,1,4,0,1,3.20911651152
386,1,1,0,2,0,0,8,4,1,4.46910215667
387,0,0,0,3,1,0,8,1,3,4.6732796831
388,3,1,0,2,2,0,1,0,1,3.33471532574
389,5,0,0,5,0,0,1,0,2,33.132583893
390,3,0,0,3,0,2,5,1,2,15.4681911906
391,3,1,2,5,0,0,2,2,0,1.59726461833
392,1,0,1,2,1,1,6,1,1,7.15241339944
393,1,0,0,4,2,2,4,3,2,0.0440518595272
394,2,0,0,0,1,0,0,1,3,12.3660542538
395,1,0,2,2,0,4,6,1,1,0.187300313121
396,0,0,2,4,2,1,4,0,0,2.49162855828
397,4,0,1,7,2,1,1,0,0,3.34188637376
398,3,1,2,5,1,1,3,0,0,0.284030926508
399,1,0,0,3,1,2,3,1,3,2.54092026304
400,1,1,0,6,0,0,2,0,2,13.1773037321
401,4,2,0,2,1,1,1,2,0,1.0268099313
402,0,1,2,1,1,0,3,1,0,3.6459198898
403,7,0,0,4,2,1,5,3,0,0.832862546555
404,1,2,0,4,0,1,1,0,0,14.1125401997
405,5,0,0,3,0,2,8,2,1,9.56977626686
406,3,0,1,7,0,0,1,0,1,31.7113813958
407,1,0,0,3,1,2,1,2,1,11.940899128
408,7,0,0,5,2,0,6,0,2,0.779035500455
409,0,0,0,3,1,0,5,1,3,6.47179892142
410,5,1,0,1,1,0,3,1,1,5.52121326341
411,5,0,2,5,1,0,3,0,1,1.17971796945
412,1,0,2,5,0,0,1,0,1,28.0977392777
413,7,0,1,2,3,3,7,0,0,0.0466655713323
414,4,1,0,2,2,0,3,0,0,4.44483075281
415,0,0,0,4,2,3,4,1,1,2.23619009446
416,2,1,0,6,1,3,5,1,1,0.184518609643
417,3,0,0,3,1,0,2,0,2,14.5790491019
418,1,0,0,2,4,1,6,0,2,0.318784666618
419,2,1,1,3,2,0,3,2,2,0.0
420,5,2,0,5,0,1,1,1,0,2.77274863476
421,2,0,0,1,1,0,2,0,3,12.6833770491
422,3,0,0,5,0,0,4,2,2,19.6936328288
423,1,0,0,2,0,1,4,4,1,29.3180457236
424,3,0,2,3,2,2,4,0,1,0.0946315937627
425,4,1,0,1,1,0,3,1,0,12.253894688
426,3,1,0,2,0,0,6,1,2,6.61278300306
427,5,1,1,5,0,0,3,0,1,5.0237311769
428,3,0,0,4,1,2,6,2,2,1.20588795181
429,3,1,0,4,2,1,6,0,2,0.0889560301548
430,2,2,0,1,2,0,6,0,1,0.402285343791
431,4,1,1,5,0,0,0,0,1,9.36189455567
432,2,0,0,5,0,0,5,3,1,28.0144913411
433,4,0,0,4,0,0,6,3,2,7.40555091923
434,2,1,1,2,0,1,7,3,1,0.334590799266
435,4,0,0,3,3,0,6,2,2,0.168392510224
436,1,1,0,1,1,1,3,0,1,8.95355641829
437,7,0,0,4,0,0,5,1,1,33.292322002
438,3,1,0,7,0,1,3,3,0,5.70313728901
439,4,1,1,3,0,1,2,0,0,15.7758283179
440,6,0,0,3,0,0,5,0,2,30.4048573418
441,4,0,0,4,1,1,2,0,3,3.14261142876
442,3,0,0,1,0,1,6,2,1,35.2488731392
443,1,0,0,1,4,2,4,0,2,0.0994687062741
444,11,0,0,6,0,1,2,2,2,0.383707657956
445,2,1,0,2,0,0,3,2,1,17.549198411
446,6,0,1,7,1,1,4,2,0,0.957975932261
447,3,0,0,4,0,1,3,0,2,31.1156952181
448,6,0,0,2,0,2,6,2,1,13.1982353287
449,3,0,0,5,2,1,9,4,1,0.0
450,4,2,0,2,1,1,4,0,0,2.19244880577
451,2,1,1,6,1,2,3,2,1,0.0379090027278
452,4,0,0,3,0,0,4,3,2,14.1795120512
453,0,0,0,4,2,1,3,0,1,7.09674805307
454,2,0,2,1,0,4,5,0,1,1.21840517235
455,9,0,0,2,2,2,3,2,0,1.04086852505
456,1,0,0,3,0,3,6,1,3,3.18387245637
457,1,0,1,2,1,1,2,0,0,17.690953336
458,3,1,0,3,2,2,1,2,2,0.0
459,3,1,1,2,0,0,2,2,2,1.34810887405
460,0,2,0,2,0,1,4,0,1,7.8320030871
461,4,0,0,3,3,1,7,0,1,0.755387817178
462,3,1,0,5,0,1,4,1,0,18.0745843725
463,2,2,0,1,1,0,2,0,1,3.239840351
464,6,0,0,6,0,1,5,2,2,2.39407349289
465,4,0,0,1,1,0,4,0,2,13.4055247147
466,4,0,1,4,2,0,5,0,2,0.417535446329
467,1,0,0,7,2,0,3,0,0,9.55225654784
468,1,2,0,4,0,0,5,0,0,12.5551226683
469,7,0,0,0,0,0,7,0,3,14.8033581743
470,3,1,0,3,2,0,4,0,2,0.581362911607
471,1,0,0,7,0,2,8,1,3,0.69976472597
472,3,1,0,2,0,1,1,2,0,25.007756719
473,2,1,1,3,1,1,10,1,1,0.178287115446
474,0,0,1,3,3,0,4,1,0,1.86415383758
475,2,0,0,0,1,2,1,0,1,18.2872234576
476,4,0,0,6,2,0,4,1,3,0.190285343631
477,3,0,0,3,1,1,4,2,1,11.4016668124
478,4,1,0,3,3,0,3,0,1,0.256319682333
479,6,0,0,0,0,4,6,1,0,34.0910236582
480,5,1,0,3,1,1,3,0,2,1.08914762617
481,1,0,0,3,3,5,2,1,0,0.526760219405
482,3,0,0,5,1,3,7,1,2,0.669481089937
483,7,1,0,1,0,0,6,2,2,1.29077465528
484,3,1,1,0,1,0,6,1,0,4.42270516737
485,3,0,0,2,2,3,7,1,0,3.29895505013
486,5,0,0,7,2,1,5,1,0,3.24626083118
487,2,0,2,1,1,2,6,0,0,6.49383634125
488,5,0,0,3,1,1,2,3,2,1.62707371315
489,4,1,1,5,0,1,3,0,0,10.0688797353
490,4,0,0,3,1,3,7,1,1,3.02674693952
491,1,0,1,2,2,0,5,1,3,0.0904126506192
492,0,0,3,4,2,1,0,0,0,1.35248887686
493,4,1,1,12,1,4,1,0,0,0.0476215594402
494,0,0,0,3,0,1,8,4,2,5.0581332575
495,3,1,0,6,2,2,9,0,1,0.140019434889
496,4,1,0,5,1,0,3,0,3,1.06649838471
497,2,0,0,3,0,1,2,0,2,33.7404117074
498,4,2,0,3,0,1,2,2,2,0.0461316955062
499,2,1,0,6,0,2,2,0,1,10.8223707725
500,3,1,0,4,3,3,4,0,0,0.221485820908
501,3,0,1,7,1,0,8,1,1,1.66128757575
502,3,1,0,5,1,0,5,2,2,0.262682516713
503,3,0,2,5,0,3,3,0,1,0.65948846461
504,3,0,1,4,1,0,0,1,1,11.6454331079
505,7,1,1,2,0,0,4,0,2,0.991505073185
506,2,0,1,3,0,0,4,0,2,26.7215862845
507,4,0,1,5,1,2,7,3,0,0.238777987294
508,2,0,0,3,3,2,2,0,0,2.93712310038
509,3,0,0,0,2,2,9,2,3,0.0970287697197
510,2,1,0,2,0,0,2,2,0,28.8163158877
511,3,1,0,1,1,0,1,0,1,11.1755277104
512,6,0,0,2,0,0,2,1,2,31.2292575895
513,3,0,0,3,3,0,6,3,1,0.309492791555
514,3,0,0,4,0,1,4,0,2,30.3820631106
515,3,0,0,5,0,2,5,1,1,26.2847851693
516,1,0,0,3,0,1,2,1,4,6.96787898401
