,balls,bikes,blocks,books,coals,dolls,gloves,horses,trains,expected_weight
59,1,0,1,4,0,0,5,0,3,8.02127700655
60,2,0,0,7,1,0,5,1,2,6.03325423266
61,1,0,0,2,1,0,4,1,4,2.42072341433
62,3,0,0,5,0,1,5,2,2,8.64906641635
63,6,1,2,2,4,1,6,0,1,0.0
64,4,1,1,2,2,0,9,0,1,0.0924779968339
65,3,0,0,2,3,0,2,0,4,0.181797136492
66,8,0,0,3,1,0,2,0,2,7.80737474703
67,2,0,0,4,2,0,2,0,5,0.224933279878
68,6,2,1,2,0,1,3,1,0,0.892795757769
69,4,0,0,1,1,0,7,5,2,0.335184264793
70,1,0,0,4,1,0,1,0,4,4.73772384744
71,2,2,1,6,1,0,2,1,1,0.0975371609385
72,0,0,0,5,2,1,3,0,0,10.3108359745
73,3,0,0,3,3,0,1,0,3,0.985078460382
74,8,0,0,2,0,0,6,0,2,24.9020173937
75,3,0,0,4,7,1,3,0,2,0.0
76,1,0,0,2,0,0,4,0,4,17.7957404713
77,2,0,0,1,1,1,2,0,3,9.79995613247
78,10,0,0,1,0,0,6,0,2,21.5108071066
79,7,0,0,5,0,0,7,1,2,6.14166324662
80,5,1,1,2,4,0,2,3,0,0.0
81,4,2,0,8,1,0,4,0,2,0.0
82,1,0,0,4,2,0,4,0,5,0.315861029218
83,5,0,1,4,1,0,2,0,2,2.66376907094
84,8,1,1,3,1,0,8,4,1,0.0
85,2,1,0,5,0,0,5,2,2,2.33573192799
86,2,0,1,4,1,0,5,3,2,0.284547877363
87,4,0,0,1,0,0,3,3,3,7.58016874238
88,4,0,1,1,1,0,2,4,2,0.431634564103
89,3,0,0,1,1,0,3,1,4,2.23054836343
90,2,1,0,5,1,0,2,1,2,1.86552169935
91,7,1,0,3,1,0,1,4,1,0.328963481849
92,4,0,1,2,1,0,6,0,2,4.43676831461
93,2,2,1,5,2,0,1,0,0,0.24930361316
94,7,0,0,2,1,0,2,0,3,3.78668009634
95,6,0,0,6,0,0,6,0,4,1.030105064
96,9,0,0,7,0,0,1,0,3,3.91262509354
97,2,0,0,5,1,3,9,6,0,0.0
98,9,1,0,4,0,0,8,0,1,3.17582593204
99,4,0,1,2,0,0,4,0,3,6.85495885051
100,6,1,0,4,0,3,7,0,1,1.02495883238
101,3,1,0,2,1,0,0,0,2,5.77455038648
102,1,0,0,4,0,0,12,0,2,26.6497409424
103,8,0,0,3,2,2,3,0,3,0.0
104,5,1,0,5,3,0,4,1,2,0.0
105,5,1,0,3,0,0,3,1,2,5.07765937263
106,3,2,1,1,2,1,7,0,3,0.0
107,5,0,0,3,0,0,2,2,4,1.96953902973
108,1,0,0,3,0,0,2,3,3,12.4264854349
109,4,1,0,2,1,0,3,0,2,3.30873092012
110,6,0,1,3,2,0,3,1,4,0.0
111,2,2,0,0,1,0,6,0,1,2.55756706005
112,1,1,0,5,2,0,6,0,3,0.126439178717
113,11,0,0,6,0,1,6,0,3,0.0873768085674
114,3,1,2,6,0,0,3,0,0,4.18841707866
115,7,1,0,3,2,2,3,0,1,0.0473283536468
116,1,0,0,3,1,0,5,2,3,2.88352420171
117,2,0,2,3,1,0,5,1,1,2.19370500256
118,0,0,1,4,0,1,3,2,1,22.9846751877
119,5,0,0,3,0,0,5,0,4,4.62925297253
120,0,0,0,3,0,0,4,0,4,19.2511193992
121,5,0,1,10,0,0,0,0,2,5.533436195
122,4,0,0,5,1,0,5,2,2,2.74854356398
123,1,0,0,5,0,0,1,0,3,30.3725283999
124,7,0,0,4,0,0,4,0,4,2.40890974502
125,5,2,1,5,0,3,6,1,3,0.0
126,7,0,0,4,0,1,4,2,1,16.4076526461
127,3,1,1,4,1,0,5,1,1,0.948177456697
128,2,0,1,7,0,0,2,0,3,5.29237979293
129,2,1,0,6,1,0,4,0,4,0.139889802664
130,6,0,0,3,1,0,2,0,4,1.04345779123
131,6,1,0,4,1,0,4,0,4,0.0456599422451
132,7,1,0,5,1,1,3,2,3,0.0
133,5,0,0,2,2,0,3,1,3,0.858496156015
134,7,0,0,7,1,0,4,1,2,1.51937772284
135,1,0,0,0,1,0,2,3,2,10.9398963272
136,8,1,0,8,0,0,4,0,2,0.753128110033
137,4,0,0,4,1,1,5,4,1,1.49205431749
138,1,0,0,2,0,0,6,2,3,14.1512747038
139,5,1,0,7,0,0,3,2,2,0.650203285708
140,0,0,0,5,0,0,2,6,2,3.73339510846
141,2,0,0,3,0,0,1,0,4,18.3857462782
142,4,1,0,4,0,0,4,3,1,3.70564616584
143,3,1,0,4,1,0,2,0,0,12.7860819284
144,7,1,1,4,0,0,0,0,0,16.0791980758
145,4,1,0,4,1,0,0,1,3,0.751815356161
146,1,1,1,9,1,0,2,0,1,1.50003968315
147,3,0,0,2,2,0,2,1,4,0.465809466868
148,0,0,0,5,1,0,7,1,4,0.758804661657
149,6,1,0,5,0,0,4,3,1,1.92963751092
150,0,1,1,4,1,0,5,0,1,2.929107416
151,1,0,1,3,1,0,8,1,3,0.527427258311
152,6,0,0,3,1,0,4,4,1,3.07373826534
153,5,0,0,5,2,1,5,4,1,0.0947892607515
154,3,0,0,5,0,0,3,0,4,8.03218511055
155,3,0,0,7,1,0,2,0,4,1.00968400052
156,5,0,1,3,2,1,7,1,2,0.0
157,6,0,0,1,2,0,8,0,2,1.66010724309
158,4,2,0,5,1,0,3,2,1,0.138467931635
159,3,1,0,7,1,0,2,0,4,0.0978888201961
160,1,0,0,1,1,2,5,0,2,11.3111377384
161,4,0,0,3,0,0,0,5,3,1.27873086214
162,0,1,0,3,0,0,7,1,1,19.8757902395
163,4,0,1,0,1,2,1,0,2,4.55772675447
164,8,1,0,2,1,0,2,1,2,0.625476747408
165,0,2,2,3,0,0,2,0,0,3.79303832387
166,3,2,2,3,0,0,4,1,3,0.0
167,9,0,0,3,1,0,1,2,3,0.515259761075
168,6,2,0,8,0,0,3,1,0,1.28846616134
169,5,0,0,4,0,0,3,1,2,26.8865733182
170,3,0,0,3,2,0,1,2,4,0.273856902674
171,1,0,0,2,3,0,2,1,4,0.181191538709
172,5,0,0,3,4,0,3,2,3,0.0
173,9,1,0,5,2,0,7,0,3,0.0
174,5,1,0,4,1,1,3,1,1,1.2889775225
175,10,0,0,3,2,0,1,0,3,0.214822801817
176,1,1,1,9,1,0,0,0,0,4.52721133538
177,13,0,0,11,2,2,15,3,0,0.0
178,2,1,0,2,2,0,3,0,2,1.31015830784
179,5,0,0,4,1,0,4,0,3,4.151084047
180,4,1,1,0,0,2,8,1,0,3.99220580739
181,0,2,0,4,2,1,2,1,2,0.0466354480276
182,3,0,1,6,1,0,3,0,2,3.7181255947
183,0,2,0,2,2,0,4,0,1,0.621979232812
184,2,0,0,6,0,0,1,0,4,10.7875795777
185,5,0,0,7,2,1,0,0,4,0.180729961334
186,9,2,0,4,2,1,1,1,0,0.164844823534
187,7,0,0,3,0,0,2,2,2,16.8622054952
188,1,0,0,5,2,0,3,0,3,2.14984123733
189,2,0,0,3,1,0,4,0,4,3.01146470017
190,3,0,0,1,1,0,1,0,4,6.0119718856
191,4,0,0,0,1,1,3,0,4,2.48242600202
192,1,1,0,3,1,1,2,1,2,1.36457185078
193,1,0,0,4,1,5,7,0,3,0.135096199563
194,7,1,0,1,2,0,4,0,0,2.88686895803
195,3,2,1,2,1,0,3,0,0,1.34993953181
196,0,1,0,4,1,0,1,0,3,2.55265478349
197,4,0,0,1,2,0,0,0,3,3.23955032229
198,0,3,0,6,1,1,3,3,2,0.0
199,7,2,0,2,1,0,3,0,1,0.825547119892
200,5,2,0,3,0,0,6,0,3,0.18899208408
201,3,0,1,6,1,0,3,0,3,0.77654359469
202,1,0,1,0,1,0,3,3,2,3.40723354307
203,8,1,1,8,1,0,9,1,0,0.0
204,2,1,0,4,2,0,1,3,1,0.496907713389
205,0,0,0,4,0,0,1,6,4,0.0481482044346
206,0,2,0,3,0,0,3,2,0,10.3827672887
207,4,0,0,4,1,0,4,0,3,5.02333495157
208,4,0,0,5,2,0,5,2,3,0.048759782254
209,4,1,0,9,3,0,13,2,4,0.0
210,3,2,0,2,0,0,2,2,3,0.0983716022173
211,3,3,0,8,1,0,3,0,0,0.180578398077
212,8,1,0,1,3,0,1,0,3,0.0494047952433
213,9,1,0,0,1,0,2,0,2,1.59797090095
214,3,0,0,3,1,0,1,0,4,3.56103159347
215,1,0,0,5,1,1,6,5,1,0.526104231859
216,5,0,0,3,1,0,4,1,3,2.3038304485
217,9,2,0,1,0,0,4,0,2,0.349858166659
218,7,0,1,8,0,0,7,0,2,0.710080551538
219,9,0,0,5,1,0,6,0,3,0.628882416381
220,10,0,0,5,0,0,3,2,1,13.3642938808
221,4,0,0,8,1,0,3,0,4,0.495417917788
222,4,0,0,4,2,1,2,0,4,0.225345792097
223,5,1,0,7,0,0,2,2,3,0.088452674306
224,4,1,0,3,2,2,8,0,2,0.0472525517024
225,1,0,0,3,3,2,8,1,4,0.0
226,0,0,0,1,0,1,5,2,5,1.09067120708
227,7,2,1,6,1,0,1,0,1,0.0
228,5,2,1,5,0,0,2,2,1,0.137557358585
229,0,0,1,2,1,0,2,0,5,0.522773523171
230,3,0,0,1,1,4,5,2,0,8.51118835823
231,1,1,0,3,2,0,5,0,3,0.13987023184
232,2,1,0,3,3,1,5,4,2,0.0
233,10,0,0,6,1,0,3,0,3,0.466971081485
234,9,0,0,6,1,0,7,1,2,0.319855511138
235,3,0,1,4,1,0,4,0,3,0.773916546924
236,2,1,1,4,1,0,2,0,3,0.261416124367
237,0,0,0,1,1,2,7,2,3,1.22186977277
238,8,1,0,4,2,0,2,1,3,0.0
239,5,1,0,4,0,0,3,2,2,1.73161504723
240,6,1,0,11,1,0,3,2,4,0.0
241,1,2,0,0,1,0,7,0,0,5.82673895402
242,3,0,1,4,0,3,0,1,2,2.23142812242
243,2,0,1,4,3,3,1,2,1,0.0496493136052
244,7,1,0,5,1,0,9,4,2,0.0
245,0,0,0,5,0,0,5,0,3,25.000765475
246,12,1,0,16,1,1,18,0,2,0.0
247,1,2,0,4,0,0,2,0,0,16.3843384335
248,10,1,1,5,1,0,1,0,3,0.0
249,1,0,0,5,0,0,0,3,2,26.8249128705
250,6,2,0,3,0,0,6,0,0,5.96758933846
251,2,0,0,2,0,0,5,0,5,5.53687491954
252,9,0,0,6,5,0,4,1,2,0.0
253,5,0,0,6,1,0,2,0,4,0.924807452007
254,3,2,0,7,0,0,1,0,2,1.14600058216
255,0,0,0,10,1,2,2,3,3,0.0
256,4,0,0,4,0,0,6,3,2,7.21315284451
257,2,0,0,2,1,0,5,0,4,3.3890930747
258,4,1,0,5,1,0,6,1,3,0.137820988981
259,7,0,0,6,0,0,1,0,3,10.7252874965
260,1,1,0,5,1,1,2,1,3,0.278531054526
261,5,0,1,5,2,1,1,0,1,1.06625165967
262,2,0,0,1,0,0,5,1,3,24.2170435105
263,5,2,0,4,1,0,3,1,0,1.08820568907
264,1,0,0,0,4,0,2,3,3,0.134427779049
265,2,1,0,3,0,0,6,0,5,0.42772679324
266,7,1,1,1,1,0,3,0,1,1.99818125086
267,3,1,0,6,2,0,9,1,2,0.042852695421
268,7,1,0,0,0,0,7,0,4,0.428075774668
269,7,0,0,4,1,0,4,0,5,0.0453714241474
270,8,2,0,4,1,0,2,2,0,0.216820205427
271,3,0,2,2,1,0,6,3,2,0.0
272,5,0,0,3,0,0,1,3,4,0.805158585872
273,6,0,0,4,2,0,3,1,0,6.27075394838
274,4,1,0,3,1,1,6,2,2,0.266474944766
275,2,1,0,2,0,2,7,2,2,0.73931183381
276,6,1,0,3,0,0,1,3,3,0.291434286089
277,6,1,0,2,2,0,2,0,1,1.94515138356
278,3,0,1,4,1,0,1,0,3,2.07043838759
279,4,0,0,3,3,0,2,0,2,1.35827890043
280,3,1,0,1,0,2,2,2,1,7.44791468815
281,2,1,0,3,3,0,4,2,1,0.0923317838858
282,3,0,0,5,4,1,10,4,1,0.0
283,1,0,0,4,0,0,3,4,4,0.800850535407
284,9,2,0,2,1,0,5,0,1,0.137061971408
285,3,1,0,1,5,0,6,0,5,0.0
286,3,0,1,15,2,0,1,0,2,0.0
287,7,1,0,3,0,0,1,0,2,6.77174835799
288,2,1,0,1,3,2,1,2,1,0.0470135953019
289,10,0,0,3,1,0,1,2,3,0.146179139585
290,3,2,0,6,1,0,3,0,3,0.0875111487447
291,5,1,0,9,0,0,3,0,2,2.10424310072
292,4,1,2,4,1,0,4,0,1,0.0934165680717
293,2,0,1,2,1,2,1,0,2,4.51245153005
294,2,0,1,6,0,0,5,0,3,4.47168915486
295,4,0,0,6,0,0,3,6,1,1.6903805685
296,3,0,1,5,2,1,7,0,2,0.14711146008
297,7,0,0,5,4,0,3,0,3,0.093971160718
298,10,0,0,2,2,0,1,0,3,0.942035254264
299,2,1,0,4,0,0,0,0,2,17.8674852614
300,3,1,0,4,3,0,2,0,3,0.0860073328448
301,5,1,0,4,1,0,5,1,3,0.0941570629483
302,5,0,0,1,2,0,4,4,2,0.359789046276
303,3,0,0,7,0,1,7,4,1,2.65442615076
304,1,2,0,2,0,0,3,0,0,19.1402735543
305,3,1,0,4,1,0,2,0,2,2.69042207859
306,9,1,0,3,1,0,6,4,1,0.0970636720859
307,11,0,2,4,0,0,4,0,2,0.0
308,9,2,1,3,1,0,4,0,1,0.0432493872355
309,7,1,0,3,2,0,9,2,1,0.044265654167
310,8,0,0,5,0,0,3,3,2,1.88540783912
311,9,0,0,0,1,1,4,1,2,2.60120979189
312,11,0,0,2,1,1,2,1,1,5.7937339125
313,1,1,0,4,1,0,2,0,2,4.70588709658
314,2,0,1,8,1,1,3,0,3,0.0972852924468
315,6,2,1,3,1,0,5,0,1,0.0
316,1,2,0,3,0,0,0,0,0,20.9333729946
317,6,1,0,3,2,0,5,2,1,0.375949212251
318,6,1,0,4,0,0,3,0,4,0.353605938173
319,9,1,0,5,2,1,4,0,3,0.0496353811925
320,3,1,0,2,0,0,4,3,1,8.79444205397
321,3,0,0,1,2,0,2,0,3,3.39446707413
322,3,0,2,6,0,3,5,0,0,2.38180334622
323,7,1,0,6,2,3,2,1,0,0.0463451986014
324,4,0,0,8,1,0,3,2,2,1.57520222299
325,10,0,0,0,0,0,2,0,4,4.78647198822
326,4,0,1,4,1,0,5,1,3,0.316128529749
327,6,1,0,9,1,0,4,1,1,0.585681022424
328,3,0,1,4,4,0,6,2,1,0.0
329,1,1,1,5,0,0,0,1,3,0.900120671353
330,4,0,0,3,1,0,1,2,3,2.70087895599
331,1,0,0,7,3,0,4,0,4,0.0
332,2,1,0,3,0,2,1,2,4,0.188449229849
333,4,0,0,1,1,3,7,1,2,1.0904343447
334,5,1,0,2,1,0,4,0,5,0.0
335,2,1,0,0,0,0,17,0,2,4.20370335938
336,3,0,0,5,0,1,2,0,3,15.0829341587
337,5,0,0,6,3,4,2,1,2,0.0
338,3,1,1,1,1,0,0,1,4,0.0481018453778
339,2,0,0,2,1,0,3,0,3,10.0314511156
340,1,0,0,2,3,0,4,0,5,0.0
341,4,2,0,2,0,3,2,1,2,0.043829901144
342,3,0,0,3,0,0,2,2,2,29.4782602829
343,3,0,0,3,2,0,5,4,2,0.235533872793
344,2,0,0,4,2,1,1,3,2,0.647585699586
345,3,0,0,1,0,0,2,0,5,6.52765936112
346,15,0,0,10,2,1,14,2,1,0.0
347,10,0,1,3,0,0,0,2,1,6.51078520802
348,7,0,0,2,0,0,11,4,1,2.30950491593
349,6,0,0,1,1,0,4,3,3,0.265458692645
350,9,0,1,2,1,0,3,0,2,1.34184360943
351,2,0,0,2,0,0,3,0,4,17.3327983182
352,10,0,0,9,0,1,3,0,4,0.047801747294
353,5,0,0,0,3,1,1,0,3,0.49265565301
354,4,1,0,6,1,0,0,0,1,6.09078676747
355,8,0,0,5,1,0,0,0,4,0.709751513684
356,2,1,1,4,1,1,5,1,4,0.0
357,6,1,1,7,0,0,4,0,2,0.0932651094379
358,2,1,0,3,0,0,6,0,4,0.972486197719
359,7,0,0,3,0,1,0,0,3,14.0046674055
360,10,0,0,9,2,0,1,0,1,1.37244102938
361,3,0,1,7,0,0,3,1,3,0.973083844287
362,0,0,0,4,3,0,5,0,4,0.047516291177
363,2,1,0,3,0,0,4,0,2,14.6347798936
364,8,0,0,5,1,0,4,1,3,0.564710847875
365,12,0,0,17,3,3,12,3,0,0.0
366,4,1,0,4,0,1,3,2,2,1.10026240352
367,7,0,2,4,3,0,2,0,1,0.0498045342617
368,8,1,0,4,1,0,2,0,1,3.28925406121
369,3,0,0,3,2,0,2,1,4,0.369569615552
370,10,1,0,2,0,0,5,2,1,1.87367621368
371,8,1,0,4,2,1,2,0,1,0.185115979467
372,5,2,0,2,0,0,1,1,1,4.12830889233
373,1,0,1,4,1,0,0,0,4,1.36931450155
374,2,1,1,3,1,0,7,1,1,0.615910965245
375,3,0,1,2,1,1,5,2,1,2.75781280186
376,0,0,0,7,2,0,1,2,5,0.0
377,2,0,0,5,0,0,4,0,3,22.6251807227
378,7,1,0,6,3,1,6,0,3,0.0
379,5,1,0,5,0,0,3,0,3,1.33157708713
380,6,0,0,0,0,0,5,0,5,2.22506322361
381,7,0,0,0,0,0,5,1,4,2.73612329847
382,4,1,0,6,1,0,7,1,2,0.235087099355
383,2,1,1,6,2,0,5,0,3,0.0
384,5,1,0,4,2,0,2,3,0,0.777666433427
385,5,0,0,3,1,0,1,2,3,1.80317278564
386,8,2,0,5,0,0,4,0,2,0.168978023826
387,2,0,0,6,1,1,1,0,3,4.51380743427
388,2,0,0,2,2,0,1,0,4,1.20778623034
389,2,0,1,3,0,0,2,0,2,31.0881323323
390,4,1,1,10,1,0,3,0,1,0.326197925714
391,1,1,0,3,1,0,5,2,4,0.0450677455663
392,7,0,1,4,0,1,4,3,3,0.0
393,4,1,2,5,2,1,7,0,0,0.0
394,5,0,0,5,0,1,1,2,2,12.2538353224
395,8,1,0,7,0,0,1,0,1,8.02338496329
396,0,0,0,2,2,0,4,0,4,1.15276729617
397,5,2,0,3,0,0,4,0,1,4.05161521169
398,9,0,0,10,1,0,3,0,3,0.0851532891394
399,0,2,0,3,0,0,4,0,5,0.0421769088949
400,8,1,0,2,0,0,5,0,3,0.908380064822
401,15,0,0,9,2,1,13,1,3,0.0
402,9,0,0,19,6,2,17,2,2,0.0
403,7,1,0,1,0,0,2,0,0,31.0461356678
404,2,0,0,4,3,2,5,6,1,0.0
405,2,0,0,4,0,1,5,0,5,0.734529010124
406,4,0,1,4,1,3,4,2,0,1.03029595817
407,3,0,0,2,1,0,4,0,4,3.23120540478
408,1,2,0,3,0,0,1,0,3,1.56319017257
409,4,0,0,3,1,0,0,0,3,9.73092089301
410,3,0,0,8,2,3,8,1,3,0.0
411,1,0,0,1,0,0,4,2,5,1.91799442677
412,4,1,1,6,0,0,6,1,2,0.137226511951
413,1,0,1,6,2,1,2,0,3,0.0
414,1,0,0,1,0,0,5,0,5,6.4685952512
415,2,1,1,5,2,1,2,0,2,0.0404749999344
416,5,0,2,5,1,0,3,0,2,0.0949987005326
417,7,2,0,7,1,0,5,0,1,0.043309781492
418,2,2,0,3,1,0,2,1,0,3.48024020333
419,6,1,0,6,3,0,5,2,1,0.0488830179657
420,1,0,0,3,0,0,3,3,3,10.6761243348
421,8,0,0,4,2,0,1,3,3,0.191290352573
422,4,0,0,3,1,0,5,0,4,1.34327155716
423,1,0,0,2,2,0,7,0,0,9.81962601803
424,3,1,0,5,0,0,4,0,1,19.9669845972
425,2,0,0,4,1,0,2,1,5,0.267274683579
426,4,1,1,4,1,0,2,0,1,1.72353018451
427,1,1,0,1,1,0,2,1,3,1.36049632058
428,2,1,0,4,1,0,3,0,2,3.81264841543
429,6,0,0,3,1,0,5,0,4,0.588416060795
430,2,1,0,4,0,0,3,1,5,0.190125269822
431,1,0,1,2,0,0,1,1,3,15.3256731897
432,5,1,3,2,1,0,6,0,0,0.189782709546
433,6,0,1,9,0,0,3,4,1,0.0952136591771
434,4,0,0,2,3,0,2,0,5,0.0393924546139
435,3,0,0,4,1,1,3,0,4,0.957621549846
436,4,1,1,3,0,1,3,0,2,1.13948137058
437,3,2,0,4,1,0,4,0,1,1.08875197229
438,5,1,1,5,1,1,8,1,1,0.0
439,2,1,1,1,3,0,3,1,0,0.407452812555
440,2,0,1,4,0,2,2,5,1,0.285205777579
441,5,2,0,6,3,0,6,0,2,0.0
442,7,1,0,2,1,0,2,0,2,2.29690291338
443,1,0,0,1,2,0,3,2,3,1.44745499965
444,11,0,0,4,2,0,4,1,1,0.931534289034
445,5,0,0,0,0,2,1,2,2,18.800617023
446,5,1,0,5,2,1,3,2,1,0.13866478788
447,8,0,0,5,0,1,1,1,3,1.77487519441
448,6,1,0,3,1,2,4,0,2,0.287353393843
449,1,0,0,2,0,0,4,3,5,0.667496794968
450,3,0,0,3,2,0,2,1,3,0.990137744508
451,8,1,1,5,0,0,5,2,1,0.0
452,3,0,0,0,0,5,3,2,2,2.22834504059
453,4,0,0,5,1,1,4,4,1,1.17337910416
454,1,0,0,4,0,0,2,0,3,30.8335728008
455,5,0,1,5,4,0,4,1,2,0.0
456,4,1,0,1,0,0,7,0,2,9.65787892142
457,6,0,0,8,2,2,4,0,3,0.0
458,2,1,0,5,2,0,6,0,3,0.0895936306451
459,4,0,0,2,0,0,4,0,3,23.5964889154
460,6,0,0,3,0,2,5,0,3,2.73383052416
461,2,2,1,2,1,0,2,1,0,0.992291333402
462,5,0,0,6,1,0,3,5,1,0.687610136533
463,2,1,0,6,1,3,2,3,0,0.341290892605
464,0,0,1,2,3,0,6,4,1,0.0904554187782
465,0,0,0,2,1,0,4,1,3,8.17336102462
466,7,1,1,6,2,1,10,0,0,0.0
467,6,0,0,6,1,0,5,1,2,2.26517705778
468,2,1,0,2,0,0,5,0,3,5.26833116124
469,1,0,0,5,0,3,5,5,1,0.620770978335
470,3,0,1,0,0,0,2,1,4,2.70682099255
471,7,2,0,1,2,0,1,0,1,0.272131743374
472,5,0,0,5,0,1,2,0,2,26.477705641
473,7,0,1,5,0,1,5,3,1,0.0972636115042
474,2,0,0,2,0,0,7,1,4,5.15305515249
475,3,2,1,0,1,0,5,1,1,0.227148369011
476,0,0,0,4,2,0,2,0,4,1.38371166801
477,4,1,0,3,1,1,6,1,1,1.17238854362
478,7,1,0,3,0,0,0,0,0,30.037707771
479,8,1,0,1,0,0,7,0,1,10.8654852473
480,5,1,0,5,2,0,5,0,2,0.131341212832
481,5,0,0,3,1,0,9,5,2,0.0884629798292
482,8,0,0,7,2,1,4,1,1,0.366044352301
483,7,0,0,6,1,0,9,0,4,0.0475792881385
484,5,0,0,5,0,0,3,1,5,0.28237960632
485,4,1,0,2,1,0,1,0,3,1.79927857478
486,7,1,0,4,0,2,8,0,0,6.0015140922
487,8,0,0,4,1,2,2,3,1,0.473770530713
488,0,0,0,2,5,0,3,0,3,0.0484080918145
489,3,0,0,2,0,2,4,4,2,1.65773627801
490,2,0,0,1,3,0,1,0,5,0.0437957882086
491,12,0,0,6,1,2,5,1,1,0.0492505965844
492,3,1,1,2,0,0,4,0,3,1.15501729044
493,5,0,0,5,1,0,0,0,4,1.39691864766
494,6,2,0,3,2,0,4,0,2,0.0921524611712
495,3,0,0,5,1,1,4,0,3,2.40471558777
496,6,0,0,0,2,0,3,2,3,0.420673378541
497,4,0,0,2,0,0,4,1,3,16.8377402285
498,3,0,0,5,0,0,3,0,4,8.91874115505
499,2,0,0,8,0,3,4,2,3,0.0
500,4,0,0,5,0,0,2,1,4,3.03219359668
501,1,0,0,1,0,0,3,3,3,14.7742035824
502,1,0,0,3,0,0,1,0,4,20.0110850097
503,5,0,0,3,0,1,8,7,0,0.48330094807
504,2,0,1,3,0,0,4,0,3,10.6299359651
505,3,1,0,2,0,0,0,5,1,4.71968897147
506,3,0,0,2,2,0,2,0,4,0.741735633598
507,4,1,1,1,0,2,7,0,3,0.0828600559438
508,4,0,1,1,0,1,6,1,1,22.5012649909
509,10,0,0,2,1,3,2,2,0,3.13507046681
510,5,1,0,5,0,0,0,0,1,19.6049823678
511,3,1,0,3,1,0,0,1,2,3.87055759506
512,1,1,0,3,2,0,4,0,3,0.146513804666
513,3,0,1,8,0,1,1,2,1,6.42681757205
514,14,0,0,4,2,0,1,0,2,0.280477882467
515,4,1,0,1,1,3,1,2,2,0.137374007622
516,5,0,0,2,0,0,6,4,3,0.667843465828
517,2,2,0,6,3,0,2,4,1,0.0
518,10,0,0,6,0,0,4,3,1,2.44019489748
519,2,0,1,0,1,0,9,5,1,0.38408918532
520,1,0,0,1,2,0,6,3,4,0.0
521,4,2,0,5,0,0,1,0,1,4.1798397415
